Record_ID,Date_Time,Terminal,Process_Type,Queue_Length,Wait_Time_Minutes,Staff_Count,Throughput_Rate,Peak_Indicator,Special_Events,Passenger_Type,Processing_Duration,Synthetic_Data
PF262,2024-03-15 20:23:09,2F,Immigration_EU,119,39,4,61,Evening_Peak,Normal,Transit,112,False
PF263,2024-03-16 07:33:08,2C,Security,86,42,7,85,Morning_Rush,Normal,EU_Citizen,46,False
PF264,2024-03-19 19:49:40,2F,Baggage_Claim,60,31,1,97,Evening_Peak,Normal,Non_EU,96,False
PF265,2024-03-15 19:04:06,2A,Baggage_Claim,90,43,3,205,Evening_Peak,Normal,VIP,65,False
PF266,2024-03-16 20:12:41,2A,Immigration_EU,86,34,2,42,Evening_Peak,Normal,Transit,177,False
PF267,2024-03-20 08:44:18,2C,Baggage_Claim,94,32,3,197,Morning_Rush,Normal,Non_EU,59,False
PF268,2024-03-20 03:24:47,2C,Baggage_Claim,26,9,2,236,Night,Normal,Crew,152,False
PF269,2024-03-21 03:14:15,2D,Security,38,16,5,107,Night,Normal,Non_EU,44,False
PF270,2024-03-18 15:19:05,2D,Customs,18,8,3,165,Normal,Normal,EU_Citizen,137,False
PF271,2024-03-16 09:19:58,2A,Immigration_NonEU,2,10,4,73,Normal,Emergency,Crew,359,False
PF272,2024-03-16 21:12:30,1,Security,39,19,4,103,Night,Normal,Transit,73,False
PF273,2024-03-18 04:26:17,2E,Immigration_EU,8,7,3,93,Night,Normal,Non_EU,257,False
PF274,2024-03-17 15:46:07,2F,Immigration_EU,4,13,2,78,Normal,Normal,Non_EU,248,False
PF275,2024-03-15 19:06:42,3,Baggage_Claim,22,14,1,121,Evening_Peak,Normal,Crew,125,False
PF276,2024-03-21 13:22:55,3,Immigration_EU,29,9,2,68,Normal,Normal,VIP,97,False
PF277,2024-03-18 20:39:52,3,Immigration_NonEU,33,25,4,73,Evening_Peak,Normal,VIP,232,False
PF278,2024-03-18 06:26:30,2B,Immigration_EU,50,19,1,51,Morning_Rush,System_Down,Non_EU,73,False
PF279,2024-03-21 12:01:28,1,Baggage_Claim,22,17,3,216,Normal,Normal,Transit,162,False
PF280,2024-03-21 07:11:50,2E,Baggage_Claim,38,12,3,130,Morning_Rush,Normal,VIP,145,False
PF281,2024-03-16 17:04:21,2F,Immigration_NonEU,22,8,1,91,Evening_Peak,Normal,Transit,349,False
PF282,2024-03-19 09:11:59,2A,Immigration_NonEU,28,21,1,75,Normal,Normal,EU_Citizen,141,False
PF283,2024-03-18 11:59:58,3,Security,7,8,2,107,Normal,Normal,Transit,39,False
PF284,2024-03-21 16:53:38,1,Customs,43,25,3,232,Evening_Peak,Normal,VIP,98,False
PF285,2024-03-17 22:50:05,2B,Immigration_NonEU,22,21,1,98,Night,Normal,Transit,144,False
PF286,2024-03-16 19:15:45,2E,Immigration_EU,76,37,1,57,Evening_Peak,Normal,EU_Citizen,142,False
PF287,2024-03-16 19:18:51,2F,Baggage_Claim,81,35,4,108,Evening_Peak,Normal,Transit,157,False
PF288,2024-03-15 03:45:08,2C,Security,19,16,2,60,Night,Normal,Transit,51,False
PF289,2024-03-15 05:34:57,2B,Security,85,40,6,122,Morning_Rush,Emergency,EU_Citizen,49,False
PF290,2024-03-15 09:11:46,2E,Customs,0,8,3,108,Normal,Normal,Non_EU,79,False
PF291,2024-03-19 05:27:33,2B,Baggage_Claim,33,21,4,117,Morning_Rush,Normal,EU_Citizen,56,False
PF292,2024-03-19 01:31:41,2A,Customs,8,16,3,221,Night,Normal,Crew,47,False
PF293,2024-03-15 23:52:32,2D,Security,39,25,5,96,Night,Normal,Non_EU,67,False
PF294,2024-03-19 05:12:20,2E,Immigration_EU,109,49,1,59,Morning_Rush,Normal,Transit,201,False
PF295,2024-03-17 00:26:26,1,Baggage_Claim,14,14,3,138,Night,Normal,Crew,89,False
PF296,2024-03-19 16:45:07,3,Security,87,31,6,98,Evening_Peak,Normal,Crew,66,False
PF297,2024-03-18 21:34:18,2B,Customs,15,18,3,142,Night,Normal,VIP,53,False
PF298,2024-03-18 07:13:41,1,Baggage_Claim,86,36,2,110,Morning_Rush,Normal,Crew,63,False
PF299,2024-03-21 19:39:25,2B,Immigration_EU,108,44,4,75,Evening_Peak,Normal,Transit,314,False
PF300,2024-03-17 20:44:19,3,Immigration_EU,105,40,2,41,Evening_Peak,Normal,Transit,140,False
PF301,2024-03-15 02:55:34,2F,Customs,26,21,4,178,Night,Normal,Crew,119,False
PF302,2024-03-17 10:47:42,2E,Security,1,4,6,99,Normal,Normal,Transit,45,False
PF303,2024-03-17 16:46:41,2F,Customs,98,43,2,85,Evening_Peak,Normal,Non_EU,69,False
PF304,2024-03-18 14:22:04,2E,Immigration_EU,29,10,2,65,Normal,Normal,Transit,251,False
PF305,2024-03-18 00:26:16,3,Baggage_Claim,21,18,4,97,Night,Normal,EU_Citizen,107,False
PF306,2024-03-17 11:04:55,2C,Security,4,7,5,109,Normal,Normal,Crew,58,False
PF307,2024-03-21 02:27:17,2F,Immigration_NonEU,36,15,1,61,Night,Normal,Transit,153,False
PF308,2024-03-19 03:09:54,2E,Immigration_EU,28,17,3,78,Night,Normal,Transit,267,False
PF309,2024-03-18 16:19:41,1,Immigration_EU,102,43,4,78,Evening_Peak,Normal,VIP,205,False
PF310,2024-03-16 20:20:02,2F,Security,72,25,6,82,Evening_Peak,System_Down,EU_Citizen,103,False
PF311,2024-03-16 00:55:05,2B,Immigration_EU,25,18,2,44,Night,Normal,EU_Citizen,297,False
PF312,2024-03-18 11:53:01,2A,Immigration_EU,10,15,3,63,Normal,Normal,Non_EU,296,False
PF313,2024-03-18 04:39:27,1,Immigration_NonEU,37,16,2,86,Night,Normal,Non_EU,301,False
PF314,2024-03-20 14:41:58,2D,Baggage_Claim,33,24,3,134,Normal,Normal,Non_EU,132,False
PF315,2024-03-20 19:43:50,2E,Customs,73,32,1,119,Evening_Peak,Normal,Non_EU,163,False
PF316,2024-03-17 03:53:38,3,Customs,34,18,4,142,Night,Normal,Crew,147,False
PF317,2024-03-20 20:04:16,2F,Security,98,33,5,66,Evening_Peak,Normal,EU_Citizen,40,False
PF318,2024-03-20 10:27:40,2B,Immigration_EU,7,5,2,52,Normal,Normal,Crew,242,False
PF319,2024-03-15 08:37:24,3,Security,73,27,2,95,Morning_Rush,Normal,Crew,109,False
PF320,2024-03-18 17:22:41,2A,Security,34,14,6,66,Evening_Peak,Normal,EU_Citizen,61,False
PF321,2024-03-18 11:52:44,2B,Security,7,13,5,113,Normal,Normal,Non_EU,73,False
PF322,2024-03-19 02:29:01,2D,Baggage_Claim,22,12,2,84,Night,Normal,Non_EU,153,False
PF323,2024-03-16 07:01:09,2B,Customs,53,26,4,181,Morning_Rush,Normal,Non_EU,80,False
PF324,2024-03-18 21:45:08,2F,Baggage_Claim,34,11,1,175,Night,Normal,Non_EU,134,False
PF325,2024-03-17 02:54:50,2A,Immigration_EU,29,13,2,54,Night,Normal,EU_Citizen,88,False
PF326,2024-03-16 19:05:56,2B,Baggage_Claim,110,41,3,234,Evening_Peak,Normal,Crew,136,False
PF327,2024-03-15 14:04:21,2F,Customs,0,8,3,173,Normal,Normal,EU_Citizen,53,False
PF328,2024-03-15 14:00:29,3,Baggage_Claim,2,13,1,91,Normal,Normal,VIP,64,False
PF329,2024-03-20 02:35:06,2E,Customs,37,19,3,206,Night,Normal,EU_Citizen,70,False
PF330,2024-03-20 23:08:13,1,Immigration_NonEU,4,5,4,45,Night,Normal,EU_Citizen,212,False
PF331,2024-03-21 12:18:50,2B,Customs,11,13,4,186,Normal,Normal,Crew,163,False
PF332,2024-03-17 07:52:26,3,Security,72,37,5,123,Morning_Rush,Normal,VIP,94,False
PF333,2024-03-18 22:12:56,2A,Customs,16,9,1,233,Night,Normal,VIP,74,False
PF334,2024-03-18 14:12:49,2B,Immigration_NonEU,39,25,3,98,Normal,Normal,VIP,320,False
PF335,2024-03-21 03:25:07,2D,Immigration_NonEU,10,13,2,93,Night,Normal,Transit,336,False
PF336,2024-03-16 04:27:45,2D,Security,25,22,7,83,Night,Normal,VIP,41,False
PF337,2024-03-21 22:52:11,2B,Security,9,14,2,91,Night,Normal,Non_EU,74,False
PF338,2024-03-16 17:49:07,2F,Security,31,20,7,73,Evening_Peak,Normal,Non_EU,35,False
PF339,2024-03-15 13:34:01,2A,Immigration_EU,35,11,2,41,Normal,Normal,Transit,307,False
PF340,2024-03-20 00:07:31,2C,Immigration_EU,4,2,1,47,Night,Normal,Non_EU,147,False
PF341,2024-03-18 14:14:53,2F,Security,22,11,5,69,Normal,Emergency,EU_Citizen,117,False
PF342,2024-03-15 06:23:37,2F,Immigration_NonEU,45,15,3,69,Morning_Rush,Normal,EU_Citizen,162,False
PF343,2024-03-17 19:20:35,2C,Immigration_EU,46,16,3,93,Evening_Peak,VIP_Movement,Non_EU,281,False
PF344,2024-03-19 04:29:41,2D,Immigration_EU,12,5,2,97,Night,Normal,Crew,186,False
PF345,2024-03-19 19:08:06,3,Immigration_NonEU,49,29,3,72,Evening_Peak,Normal,Non_EU,312,False
PF346,2024-03-18 08:27:44,2C,Security,47,21,2,121,Morning_Rush,Emergency,EU_Citizen,31,False
PF347,2024-03-15 10:40:19,2C,Security,31,13,4,82,Normal,Normal,Crew,95,False
PF348,2024-03-15 10:11:12,2D,Security,5,8,4,128,Normal,VIP_Movement,Non_EU,60,False
PF349,2024-03-17 08:33:46,2F,Security,86,39,5,77,Morning_Rush,Normal,Transit,90,False
PF350,2024-03-18 23:43:14,2B,Customs,34,25,2,194,Night,Normal,Crew,136,False
PF351,2024-03-19 12:08:46,2A,Customs,9,3,3,171,Normal,Normal,EU_Citizen,74,False
PF352,2024-03-21 03:00:52,3,Immigration_NonEU,38,17,3,97,Night,Normal,VIP,353,False
PF353,2024-03-20 00:18:49,2E,Immigration_NonEU,24,11,1,49,Night,Normal,EU_Citizen,217,False
PF354,2024-03-17 19:51:05,1,Security,98,44,7,91,Evening_Peak,Normal,Transit,33,False
PF355,2024-03-18 05:02:32,2D,Customs,29,14,1,227,Morning_Rush,Normal,EU_Citizen,96,False
PF356,2024-03-21 07:59:59,2C,Baggage_Claim,101,40,1,119,Morning_Rush,Normal,Non_EU,136,False
PF357,2024-03-18 10:39:34,1,Security,28,20,2,85,Normal,Normal,Crew,51,False
PF358,2024-03-19 02:30:38,2C,Customs,20,19,1,84,Night,Normal,Crew,135,False
PF359,2024-03-17 02:44:57,2B,Security,4,10,3,81,Night,Normal,Non_EU,44,False
PF360,2024-03-19 10:31:04,3,Immigration_NonEU,34,23,3,50,Normal,Normal,Non_EU,253,False
PF361,2024-03-15 08:54:23,2F,Immigration_EU,38,25,3,56,Morning_Rush,Normal,Transit,69,False
PF362,2024-03-18 04:47:39,2B,Baggage_Claim,34,21,1,220,Night,Normal,EU_Citizen,89,False
PF363,2024-03-18 01:13:11,2C,Security,2,3,2,139,Night,Normal,Crew,109,False
PF364,2024-03-17 18:49:42,2E,Customs,86,41,1,127,Evening_Peak,Normal,Non_EU,135,False
PF365,2024-03-20 00:39:38,2E,Customs,10,3,2,239,Night,Normal,Crew,53,False
PF366,2024-03-21 03:47:02,2D,Security,21,13,2,138,Night,Normal,VIP,68,False
PF367,2024-03-16 21:45:23,3,Security,35,17,4,113,Night,Normal,Non_EU,86,False
PF368,2024-03-20 20:31:10,3,Baggage_Claim,99,37,2,180,Evening_Peak,Normal,Transit,78,False
PF369,2024-03-17 01:42:35,2B,Immigration_NonEU,16,15,4,67,Night,Normal,Crew,146,False
PF370,2024-03-19 22:51:26,2A,Customs,3,7,4,238,Night,Normal,VIP,98,False
PF371,2024-03-21 04:12:07,2E,Security,8,15,4,103,Night,Normal,Crew,50,False
PF372,2024-03-20 10:24:16,2D,Immigration_NonEU,3,9,3,90,Normal,Normal,Non_EU,245,False
PF373,2024-03-18 23:46:34,2A,Customs,15,17,4,123,Night,Normal,Transit,108,False
PF374,2024-03-19 01:58:22,2E,Immigration_EU,18,13,1,69,Night,Normal,Crew,277,False
PF375,2024-03-21 06:23:52,2D,Security,110,45,7,88,Morning_Rush,Normal,Crew,95,False
PF376,2024-03-20 13:25:03,2B,Immigration_NonEU,18,13,3,59,Normal,Normal,EU_Citizen,192,False
PF377,2024-03-21 06:36:06,2E,Security,71,32,7,127,Morning_Rush,Normal,VIP,110,False
PF378,2024-03-20 07:57:12,3,Immigration_EU,111,41,2,82,Morning_Rush,VIP_Movement,Non_EU,217,False
PF379,2024-03-21 12:36:53,2C,Security,36,14,3,85,Normal,Normal,VIP,55,False
PF380,2024-03-21 00:56:32,1,Security,22,15,6,87,Night,Normal,Crew,98,False
PF381,2024-03-20 04:32:20,1,Security,22,9,5,100,Night,Normal,Crew,116,False
PF382,2024-03-19 11:03:14,2A,Immigration_NonEU,15,13,1,88,Normal,Normal,EU_Citizen,254,False
PF383,2024-03-21 01:40:37,2A,Immigration_NonEU,4,1,2,83,Night,Normal,Transit,169,False
PF384,2024-03-15 07:24:17,2B,Customs,89,33,4,192,Morning_Rush,Normal,EU_Citizen,135,False
PF385,2024-03-16 00:26:20,2D,Immigration_EU,26,8,4,70,Night,Normal,Non_EU,102,False
PF386,2024-03-17 19:25:13,2F,Immigration_NonEU,95,31,3,99,Evening_Peak,Normal,Crew,298,False
PF387,2024-03-16 01:49:26,3,Baggage_Claim,15,10,2,158,Night,Normal,Transit,100,False
PF388,2024-03-18 06:39:31,3,Immigration_NonEU,56,32,2,96,Morning_Rush,Normal,Crew,120,False
PF389,2024-03-20 07:56:44,1,Security,57,24,3,110,Morning_Rush,Emergency,EU_Citizen,115,False
PF390,2024-03-21 16:04:14,2D,Immigration_NonEU,53,23,4,66,Evening_Peak,Normal,EU_Citizen,287,False
PF391,2024-03-17 02:07:42,1,Baggage_Claim,29,21,2,137,Night,Normal,EU_Citizen,102,False
PF392,2024-03-16 20:23:51,2E,Baggage_Claim,37,20,2,108,Evening_Peak,Normal,VIP,48,False
PF393,2024-03-20 08:11:46,1,Immigration_EU,68,30,1,47,Morning_Rush,Normal,Non_EU,223,False
PF394,2024-03-15 14:49:04,2F,Immigration_EU,2,4,2,72,Normal,Normal,EU_Citizen,140,False
PF395,2024-03-18 02:33:55,2A,Baggage_Claim,20,7,4,153,Night,Normal,VIP,100,False
PF396,2024-03-21 09:24:17,1,Customs,20,8,4,93,Normal,Normal,Transit,102,False
PF397,2024-03-17 19:53:53,1,Immigration_NonEU,63,28,1,46,Evening_Peak,Normal,Non_EU,252,False
PF398,2024-03-17 12:33:55,2A,Baggage_Claim,29,10,2,182,Normal,Normal,VIP,130,False
PF399,2024-03-16 02:13:49,2C,Immigration_NonEU,13,11,3,81,Night,Normal,VIP,265,False
PF400,2024-03-18 18:20:51,2C,Customs,48,27,3,181,Evening_Peak,Normal,VIP,131,False
PF401,2024-03-18 12:14:41,2C,Customs,37,12,4,205,Normal,Normal,EU_Citizen,155,False
PF402,2024-03-17 05:09:59,2A,Baggage_Claim,44,19,2,235,Morning_Rush,Normal,VIP,92,False
PF403,2024-03-19 06:33:03,2D,Security,51,19,2,72,Morning_Rush,Normal,Transit,89,False
PF404,2024-03-15 14:17:55,2D,Baggage_Claim,1,3,2,200,Normal,Normal,VIP,139,False
PF405,2024-03-21 14:24:18,3,Baggage_Claim,3,9,2,104,Normal,Normal,Transit,148,False
PF406,2024-03-15 01:41:56,1,Immigration_NonEU,28,18,2,84,Night,Normal,EU_Citizen,191,False
PF407,2024-03-19 22:19:30,2B,Baggage_Claim,17,10,2,182,Night,Normal,EU_Citizen,160,False
PF408,2024-03-15 08:12:58,2E,Baggage_Claim,99,38,3,88,Morning_Rush,Normal,EU_Citizen,132,False
PF409,2024-03-17 03:06:40,3,Security,23,16,5,78,Night,Normal,Crew,88,False
PF410,2024-03-16 15:34:18,2E,Baggage_Claim,8,2,4,133,Normal,Normal,VIP,155,False
PF411,2024-03-17 20:45:13,2D,Immigration_EU,79,28,2,91,Evening_Peak,Emergency,Transit,248,False
PF412,2024-03-21 11:51:29,1,Immigration_NonEU,37,21,4,69,Normal,Normal,Transit,206,False
PF413,2024-03-19 08:23:46,2B,Customs,109,48,4,125,Morning_Rush,Strike,Non_EU,50,False
PF414,2024-03-16 15:58:38,2A,Customs,4,10,1,98,Normal,Normal,Transit,147,False
PF415,2024-03-15 19:07:01,2F,Security,48,18,5,107,Evening_Peak,Normal,Crew,109,False
PF416,2024-03-20 01:57:50,2C,Immigration_NonEU,9,3,3,70,Night,Normal,Crew,355,False
PF417,2024-03-18 12:25:18,2C,Security,36,12,5,76,Normal,Normal,Transit,48,False
PF418,2024-03-19 16:22:41,1,Immigration_NonEU,77,33,2,70,Evening_Peak,Normal,VIP,210,False
PF419,2024-03-19 21:25:04,1,Immigration_EU,25,11,3,86,Night,Normal,EU_Citizen,112,False
PF420,2024-03-18 19:58:48,2E,Immigration_EU,58,25,1,99,Evening_Peak,Normal,EU_Citizen,83,False
PF421,2024-03-18 02:34:53,2C,Baggage_Claim,23,8,4,122,Night,Normal,Crew,137,False
PF422,2024-03-21 13:32:31,2F,Baggage_Claim,23,9,1,116,Normal,Normal,Non_EU,104,False
PF423,2024-03-17 02:39:23,2C,Baggage_Claim,15,11,4,119,Night,Normal,EU_Citizen,137,False
PF424,2024-03-19 14:19:34,2E,Customs,29,10,1,126,Normal,Normal,Non_EU,83,False
PF425,2024-03-17 05:12:22,2E,Customs,66,28,1,198,Morning_Rush,Normal,VIP,151,False
PF426,2024-03-17 02:32:02,2B,Security,1,13,3,126,Night,Normal,EU_Citizen,95,False
PF427,2024-03-16 08:20:46,2B,Security,55,21,4,134,Morning_Rush,Normal,EU_Citizen,96,False
PF428,2024-03-15 13:25:46,2B,Security,25,21,4,109,Normal,Normal,Crew,102,False
PF429,2024-03-19 17:08:00,2C,Immigration_NonEU,66,36,2,97,Evening_Peak,Normal,EU_Citizen,199,False
PF430,2024-03-20 06:31:44,2B,Customs,35,24,2,153,Morning_Rush,Normal,Crew,62,False
PF431,2024-03-21 10:50:50,2A,Immigration_EU,31,17,2,95,Normal,Normal,VIP,60,False
PF432,2024-03-15 23:47:52,2A,Immigration_EU,18,7,1,61,Night,Normal,Crew,200,False
PF433,2024-03-17 14:15:07,3,Customs,2,8,3,125,Normal,Normal,Non_EU,150,False
PF434,2024-03-16 23:43:37,2D,Immigration_EU,3,15,1,44,Night,Normal,Transit,310,False
PF435,2024-03-18 20:58:41,2A,Baggage_Claim,43,27,4,146,Evening_Peak,Normal,Non_EU,56,False
PF436,2024-03-19 02:04:26,2D,Immigration_NonEU,30,21,2,40,Night,Normal,EU_Citizen,95,False
PF437,2024-03-15 20:06:10,2A,Customs,46,25,2,174,Evening_Peak,Normal,EU_Citizen,88,False
PF438,2024-03-20 12:23:36,2F,Immigration_EU,24,15,2,74,Normal,Normal,Crew,263,False
PF439,2024-03-21 01:08:55,1,Baggage_Claim,22,9,2,80,Night,Normal,VIP,57,False
PF440,2024-03-15 15:46:11,1,Immigration_NonEU,36,15,2,98,Normal,Normal,Crew,232,False
PF441,2024-03-17 10:42:55,2B,Immigration_EU,7,11,2,58,Normal,Normal,Crew,307,False
PF442,2024-03-16 13:07:37,2F,Immigration_NonEU,37,23,1,44,Normal,Normal,EU_Citizen,308,False
PF443,2024-03-16 01:04:37,2C,Immigration_NonEU,25,8,4,62,Night,Normal,Transit,179,False
PF444,2024-03-21 12:40:07,2A,Immigration_NonEU,16,7,4,54,Normal,Normal,Transit,333,False
PF445,2024-03-19 01:18:37,2B,Immigration_NonEU,18,11,1,53,Night,System_Down,EU_Citizen,250,False
PF446,2024-03-21 10:25:16,3,Security,18,15,3,62,Normal,Normal,Crew,103,False
PF447,2024-03-18 16:56:14,2E,Immigration_NonEU,99,33,1,77,Evening_Peak,Normal,Transit,289,False
PF448,2024-03-16 18:51:44,2E,Baggage_Claim,56,18,1,94,Evening_Peak,Emergency,Transit,87,False
PF449,2024-03-15 15:19:40,2C,Baggage_Claim,20,7,4,199,Normal,Normal,EU_Citizen,148,False
PF450,2024-03-18 19:43:08,2E,Security,54,26,3,82,Evening_Peak,Normal,Non_EU,63,False
PF451,2024-03-17 04:37:21,2F,Customs,5,8,2,112,Night,Normal,Non_EU,159,False
PF452,2024-03-18 09:50:29,2C,Baggage_Claim,14,4,2,171,Normal,Normal,EU_Citizen,74,False
PF453,2024-03-15 06:00:13,1,Security,82,35,3,89,Morning_Rush,Normal,Crew,111,False
PF454,2024-03-17 06:17:43,2E,Immigration_NonEU,30,16,4,72,Morning_Rush,Normal,Crew,269,False
PF455,2024-03-15 06:28:28,2B,Immigration_NonEU,54,32,1,63,Morning_Rush,Normal,EU_Citizen,332,False
PF456,2024-03-18 09:59:40,2D,Immigration_EU,14,7,4,82,Normal,Normal,VIP,161,False
PF457,2024-03-18 23:25:56,2A,Customs,30,12,4,103,Night,Normal,Crew,150,False
PF458,2024-03-17 23:58:09,2D,Immigration_EU,17,16,4,76,Night,Normal,Non_EU,156,False
PF459,2024-03-21 19:22:18,2D,Immigration_EU,28,16,3,49,Evening_Peak,Normal,Transit,296,False
PF460,2024-03-21 11:15:38,2A,Baggage_Claim,34,23,4,176,Normal,Normal,Crew,156,False
PF461,2024-03-17 11:28:18,2A,Immigration_NonEU,25,18,1,49,Normal,Normal,Transit,215,False
PF462,2024-03-15 22:00:08,2C,Baggage_Claim,1,14,2,148,Night,Normal,Transit,116,False
PF463,2024-03-20 08:07:17,2F,Baggage_Claim,30,13,3,135,Morning_Rush,Normal,Non_EU,63,False
PF464,2024-03-15 06:38:30,3,Immigration_EU,110,41,1,82,Morning_Rush,Normal,Non_EU,316,False
PF465,2024-03-21 15:04:31,2A,Immigration_EU,24,11,1,67,Normal,Emergency,Non_EU,219,False
PF466,2024-03-19 09:02:44,3,Baggage_Claim,20,11,2,107,Normal,Normal,VIP,84,False
PF467,2024-03-15 18:10:32,1,Immigration_EU,49,20,1,62,Evening_Peak,Normal,Non_EU,102,False
PF468,2024-03-19 04:47:21,2E,Customs,30,20,4,228,Night,Normal,EU_Citizen,160,False
PF469,2024-03-21 03:55:27,1,Immigration_EU,31,23,3,95,Night,Normal,Crew,126,False
PF470,2024-03-19 02:19:28,2D,Baggage_Claim,30,20,4,150,Night,Normal,Non_EU,102,False
PF471,2024-03-17 15:41:53,2E,Immigration_EU,8,5,1,87,Normal,Normal,Transit,89,False
PF472,2024-03-19 02:01:02,3,Baggage_Claim,19,10,1,196,Night,Normal,Non_EU,79,False
PF473,2024-03-19 19:48:10,2E,Security,109,37,6,127,Evening_Peak,Normal,EU_Citizen,79,False
PF474,2024-03-19 21:51:59,2C,Immigration_EU,33,25,3,72,Night,Normal,Non_EU,189,False
PF475,2024-03-19 10:18:36,2D,Security,23,21,5,135,Normal,Normal,Crew,38,False
PF476,2024-03-19 01:17:12,3,Security,38,15,4,93,Night,Normal,Transit,41,False
PF477,2024-03-20 22:01:54,1,Immigration_EU,30,12,1,97,Night,Strike,EU_Citizen,201,False
PF478,2024-03-20 19:10:40,2F,Immigration_NonEU,50,17,1,56,Evening_Peak,Normal,Transit,233,False
PF479,2024-03-17 12:50:16,1,Immigration_EU,38,22,2,62,Normal,Normal,Transit,80,False
PF480,2024-03-15 13:03:31,1,Immigration_NonEU,5,2,4,91,Normal,Normal,Non_EU,342,False
PF481,2024-03-19 18:24:10,2B,Customs,89,29,4,160,Evening_Peak,Normal,Crew,51,False
PF482,2024-03-21 01:27:29,1,Immigration_EU,28,12,1,46,Night,Normal,Crew,208,False
PF483,2024-03-19 08:21:12,2F,Customs,79,31,4,129,Morning_Rush,Normal,EU_Citizen,86,False
PF484,2024-03-16 04:04:15,2B,Baggage_Claim,0,1,1,112,Night,Normal,Non_EU,164,False
PF485,2024-03-18 00:41:16,2E,Immigration_NonEU,1,5,1,64,Night,Normal,Transit,317,False
PF486,2024-03-16 16:11:20,2D,Customs,21,9,3,131,Evening_Peak,Normal,Non_EU,113,False
PF487,2024-03-20 08:26:03,2F,Immigration_NonEU,118,50,3,51,Morning_Rush,Normal,Crew,322,False
PF488,2024-03-16 18:01:40,2D,Customs,91,30,1,227,Evening_Peak,Normal,Non_EU,69,False
PF489,2024-03-20 08:53:43,1,Security,64,21,7,88,Morning_Rush,Normal,Crew,92,False
PF490,2024-03-19 11:27:27,1,Baggage_Claim,29,22,4,163,Normal,Normal,Transit,50,False
PF491,2024-03-18 06:00:19,2B,Customs,107,46,1,87,Morning_Rush,Normal,VIP,83,False
PF492,2024-03-20 06:03:55,2F,Baggage_Claim,53,19,3,229,Morning_Rush,Normal,Non_EU,68,False
PF493,2024-03-17 22:47:46,2D,Security,2,3,2,62,Night,Normal,Non_EU,84,False
PF494,2024-03-16 00:40:00,2D,Security,6,2,6,84,Night,Emergency,Transit,113,False
PF495,2024-03-20 12:04:36,3,Immigration_EU,0,12,1,45,Normal,Normal,Non_EU,285,False
PF496,2024-03-15 16:14:54,2B,Immigration_EU,107,47,3,58,Evening_Peak,Normal,Transit,131,False
PF497,2024-03-21 21:59:12,2E,Immigration_NonEU,22,14,4,83,Night,Normal,EU_Citizen,185,False
PF498,2024-03-18 05:13:05,3,Baggage_Claim,51,21,4,227,Morning_Rush,Normal,Crew,152,False
PF499,2024-03-16 09:21:07,3,Security,13,11,6,94,Normal,Normal,Crew,71,False
PF500,2024-03-15 11:07:00,2F,Customs,30,18,1,174,Normal,Normal,Transit,47,False
PF501,2024-03-15 09:57:58,3,Customs,19,7,2,87,Normal,Normal,Non_EU,162,False
PF502,2024-03-16 21:31:02,2D,Immigration_EU,31,14,2,96,Night,Normal,Non_EU,320,False
PF503,2024-03-21 05:26:40,2B,Immigration_NonEU,66,33,3,92,Morning_Rush,Normal,EU_Citizen,76,False
PF504,2024-03-17 02:26:40,2E,Security,17,11,7,81,Night,Normal,Non_EU,90,False
PF505,2024-03-21 11:40:30,3,Baggage_Claim,25,10,1,230,Normal,Normal,Non_EU,160,False
PF506,2024-03-19 00:32:10,2A,Immigration_EU,37,24,3,42,Night,Normal,VIP,239,False
PF507,2024-03-21 02:19:04,2A,Immigration_NonEU,32,16,1,97,Night,Normal,Crew,134,False
PF508,2024-03-16 02:38:13,2D,Customs,24,17,4,199,Night,Normal,EU_Citizen,65,False
PF509,2024-03-20 07:01:56,2C,Security,55,23,4,101,Morning_Rush,Normal,VIP,41,False
PF510,2024-03-19 04:31:38,2B,Immigration_EU,11,9,4,63,Night,Normal,Non_EU,187,False
PF511,2024-03-19 07:09:48,2D,Immigration_NonEU,80,34,1,95,Morning_Rush,Normal,Non_EU,145,False
PF512,2024-03-15 15:10:27,2F,Security,4,2,2,130,Normal,Normal,Non_EU,33,False
PF513,2024-03-16 23:40:34,3,Security,19,6,2,93,Night,Normal,Non_EU,103,False
PF514,2024-03-18 05:57:15,2D,Immigration_NonEU,25,13,3,45,Morning_Rush,Normal,Crew,326,False
PF515,2024-03-18 05:28:18,3,Baggage_Claim,49,18,2,83,Morning_Rush,Normal,Non_EU,164,False
PF516,2024-03-20 16:59:29,2E,Security,71,23,4,96,Evening_Peak,Normal,VIP,52,False
PF517,2024-03-16 17:19:57,3,Baggage_Claim,55,31,1,115,Evening_Peak,Normal,VIP,81,False
PF518,2024-03-19 14:48:37,1,Customs,20,16,1,208,Normal,Normal,Non_EU,128,False
PF519,2024-03-17 03:01:07,1,Security,38,12,7,85,Night,Normal,Transit,107,False
PF520,2024-03-18 19:04:55,2E,Immigration_NonEU,54,18,2,93,Evening_Peak,Normal,Crew,151,False
PF521,2024-03-17 19:37:11,2C,Baggage_Claim,92,34,4,157,Evening_Peak,Normal,EU_Citizen,86,False
PF522,2024-03-15 14:53:39,2B,Security,34,16,3,120,Normal,Normal,Non_EU,82,False
