Transaction_ID,Date_Time,Revenue_Stream,Amount_EUR,Flight_Reference,Terminal,Passenger_Count,Revenue_Per_Passenger,Payment_Method,Currency_Original,Exchange_Rate,Cost_Category,Synthetic_Data
FIN907,2024-03-20 19:05:09,Landing_Fees,6973,CDG272,1,281.0,24.81,Airline_Invoice,USD,1.035,Indirect_Operational,False
FIN908,2024-03-20 10:41:11,Car_Rental,75,,2B,,75.0,Commission,EUR,1.0,Direct_Operational,False
FIN909,2024-03-16 07:21:56,Food_Beverage,22,,2D,,22.0,Airline_Invoice,JPY,0.873,Indirect_Operational,False
FIN910,2024-03-18 13:16:39,Duty_Free,201,,2C,,201.0,Cash,JPY,0.883,Direct_Operational,False
FIN911,2024-03-18 14:58:08,Parking_Fees,36,CDG393,2D,497.0,0.07,Airline_Invoice,EUR,1.0,Marketing,False
FIN912,2024-03-20 23:11:02,Hotel_Commission,38,,2D,,38.0,Cash,EUR,1.0,Direct_Operational,False
FIN913,2024-03-21 18:38:59,Retail_Commission,151,,1,,151.0,Airline_Invoice,GBP,0.933,Marketing,False
FIN914,2024-03-21 01:13:37,Landing_Fees,3950,CDG74,2D,343.0,11.52,Airline_Invoice,JPY,0.88,Marketing,False
FIN915,2024-03-17 22:56:29,Duty_Free,199,,2E,,199.0,Airline_Invoice,GBP,0.888,Administrative,False
FIN916,2024-03-16 04:28:24,Hotel_Commission,112,,2E,,112.0,Cash,EUR,1.0,Direct_Operational,False
FIN917,2024-03-16 07:59:49,Parking_Fees,19,CDG423,2C,310.0,0.06,Credit_Card,JPY,0.874,Indirect_Operational,False
FIN918,2024-03-16 05:29:12,Food_Beverage,118,,3,,118.0,Airline_Invoice,GBP,0.972,Indirect_Operational,False
FIN919,2024-03-17 11:56:59,Hotel_Commission,108,,2A,,108.0,Commission,USD,0.948,Indirect_Operational,False
FIN920,2024-03-18 14:14:54,Parking_Fees,51,CDG258,2E,188.0,0.27,Credit_Card,GBP,1.004,Indirect_Operational,False
FIN921,2024-03-17 21:09:08,Landing_Fees,6290,CDG7,2B,212.0,29.67,Credit_Card,EUR,1.0,Marketing,False
FIN922,2024-03-18 04:00:44,Food_Beverage,108,,1,,108.0,Commission,JPY,1.069,Administrative,False
FIN923,2024-03-19 12:34:07,Car_Rental,99,,2E,,99.0,Airline_Invoice,JPY,0.862,Administrative,False
FIN924,2024-03-17 11:32:16,Hotel_Commission,61,,3,,61.0,Commission,USD,1.08,Marketing,False
FIN925,2024-03-20 11:52:05,Hotel_Commission,22,,2E,,22.0,Credit_Card,GBP,0.955,Marketing,False
FIN926,2024-03-18 04:43:11,Food_Beverage,117,,2E,,117.0,Cash,USD,0.9,Marketing,False
FIN927,2024-03-18 19:06:53,Car_Rental,49,,2A,,49.0,Commission,GBP,1.096,Administrative,False
FIN928,2024-03-21 00:09:04,Hotel_Commission,44,,2B,,44.0,Airline_Invoice,GBP,1.134,Direct_Operational,False
FIN929,2024-03-21 00:26:44,Duty_Free,49,,1,,49.0,Credit_Card,USD,0.944,Indirect_Operational,False
FIN930,2024-03-16 12:45:22,Parking_Fees,13,CDG111,2A,172.0,0.08,Credit_Card,USD,1.007,Administrative,False
FIN931,2024-03-21 21:55:00,Parking_Fees,58,CDG9,External,246.0,0.24,Credit_Card,JPY,0.869,Indirect_Operational,False
FIN932,2024-03-16 17:09:26,Parking_Fees,20,CDG221,1,185.0,0.11,Credit_Card,GBP,0.921,Direct_Operational,False
FIN933,2024-03-18 19:19:27,Food_Beverage,94,,2D,,94.0,Airline_Invoice,EUR,1.0,Indirect_Operational,False
FIN934,2024-03-19 18:44:30,Landing_Fees,6092,CDG40,2C,477.0,12.77,Cash,EUR,1.0,Marketing,False
FIN935,2024-03-18 08:52:51,Hotel_Commission,78,,2F,,78.0,Airline_Invoice,JPY,0.923,Indirect_Operational,False
FIN936,2024-03-16 03:13:55,Car_Rental,27,,2D,,27.0,Cash,EUR,1.0,Direct_Operational,False
FIN937,2024-03-15 02:44:54,Duty_Free,39,,2F,,39.0,Cash,USD,1.11,Marketing,False
FIN938,2024-03-18 20:59:14,Duty_Free,125,,2E,,125.0,Credit_Card,GBP,1.036,Indirect_Operational,False
FIN939,2024-03-16 23:41:31,Landing_Fees,7525,CDG205,2D,383.0,19.65,Commission,GBP,1.035,Direct_Operational,False
FIN940,2024-03-19 11:43:23,Car_Rental,97,,2C,,97.0,Cash,JPY,0.91,Indirect_Operational,False
FIN941,2024-03-15 09:58:53,Food_Beverage,104,,2A,,104.0,Commission,EUR,1.0,Indirect_Operational,False
FIN942,2024-03-20 12:25:22,Landing_Fees,6521,CDG19,2C,256.0,25.47,Commission,GBP,0.963,Direct_Operational,False
FIN943,2024-03-16 21:29:40,Car_Rental,54,,2D,,54.0,Cash,USD,1.142,Direct_Operational,False
FIN944,2024-03-20 07:33:55,Landing_Fees,6092,CDG476,2F,463.0,13.16,Airline_Invoice,USD,0.912,Administrative,False
FIN945,2024-03-16 16:21:37,Retail_Commission,54,,2A,,54.0,Credit_Card,GBP,0.897,Marketing,False
FIN946,2024-03-15 06:39:16,Food_Beverage,89,,2A,,89.0,Cash,JPY,1.121,Marketing,False
FIN947,2024-03-17 15:48:19,Parking_Fees,12,CDG336,3,143.0,0.08,Commission,GBP,0.859,Administrative,False
FIN948,2024-03-18 08:16:04,Parking_Fees,28,CDG220,2B,275.0,0.1,Cash,EUR,1.0,Administrative,False
FIN949,2024-03-19 18:22:45,Hotel_Commission,41,,2E,,41.0,Credit_Card,EUR,1.0,Direct_Operational,False
FIN950,2024-03-16 05:55:32,Duty_Free,141,,2F,,141.0,Airline_Invoice,JPY,1.104,Indirect_Operational,False
FIN951,2024-03-17 11:11:07,Hotel_Commission,43,,2C,,43.0,Airline_Invoice,GBP,1.001,Marketing,False
FIN952,2024-03-17 23:06:50,Landing_Fees,6130,CDG462,2C,175.0,35.03,Airline_Invoice,USD,1.108,Indirect_Operational,False
FIN953,2024-03-17 07:39:13,Car_Rental,26,,External,,26.0,Commission,JPY,0.952,Direct_Operational,False
FIN954,2024-03-17 02:16:33,Food_Beverage,103,,2D,,103.0,Cash,USD,1.059,Direct_Operational,False
FIN955,2024-03-15 12:06:46,Car_Rental,26,,External,,26.0,Airline_Invoice,USD,1.14,Direct_Operational,False
FIN956,2024-03-17 23:29:30,Duty_Free,209,,External,,209.0,Cash,JPY,1.061,Administrative,False
FIN957,2024-03-15 11:29:02,Landing_Fees,5655,CDG72,2F,283.0,19.98,Airline_Invoice,GBP,0.915,Administrative,False
FIN958,2024-03-18 11:13:40,Hotel_Commission,67,,2F,,67.0,Cash,JPY,1.149,Marketing,False
FIN959,2024-03-21 08:10:54,Food_Beverage,76,,2B,,76.0,Airline_Invoice,USD,1.055,Marketing,False
FIN960,2024-03-21 14:11:57,Parking_Fees,55,CDG55,2F,262.0,0.21,Cash,USD,1.118,Marketing,False
FIN961,2024-03-21 22:34:31,Landing_Fees,3187,CDG372,2B,191.0,16.69,Cash,GBP,1.107,Administrative,False
FIN962,2024-03-15 19:35:12,Parking_Fees,23,CDG429,2F,133.0,0.17,Commission,EUR,1.0,Administrative,False
FIN963,2024-03-17 19:18:03,Parking_Fees,17,CDG79,2A,416.0,0.04,Commission,GBP,1.093,Administrative,False
FIN964,2024-03-18 05:09:44,Food_Beverage,84,,2A,,84.0,Cash,EUR,1.0,Marketing,False
FIN965,2024-03-17 14:03:54,Retail_Commission,52,,1,,52.0,Airline_Invoice,EUR,1.0,Indirect_Operational,False
FIN966,2024-03-15 04:22:48,Car_Rental,27,,1,,27.0,Credit_Card,JPY,0.886,Direct_Operational,False
FIN967,2024-03-17 20:22:10,Car_Rental,84,,2A,,84.0,Commission,JPY,1.097,Direct_Operational,False
FIN968,2024-03-19 18:24:04,Car_Rental,74,,2B,,74.0,Cash,JPY,0.998,Direct_Operational,False
FIN969,2024-03-17 10:08:10,Retail_Commission,105,,2C,,105.0,Commission,USD,1.103,Marketing,False
FIN970,2024-03-21 09:42:18,Retail_Commission,19,,2A,,19.0,Cash,GBP,0.949,Indirect_Operational,False
FIN971,2024-03-18 19:17:57,Parking_Fees,35,CDG402,2A,333.0,0.11,Credit_Card,JPY,1.009,Administrative,False
FIN972,2024-03-15 19:46:48,Duty_Free,22,,2E,,22.0,Airline_Invoice,USD,1.145,Marketing,False
FIN973,2024-03-15 09:59:06,Food_Beverage,90,,2E,,90.0,Commission,EUR,1.0,Marketing,False
FIN974,2024-03-19 16:02:17,Car_Rental,76,,External,,76.0,Commission,GBP,1.034,Administrative,False
FIN975,2024-03-15 00:55:07,Retail_Commission,78,,3,,78.0,Credit_Card,JPY,1.106,Indirect_Operational,False
FIN976,2024-03-20 04:39:01,Duty_Free,103,,2C,,103.0,Airline_Invoice,USD,0.941,Indirect_Operational,False
FIN977,2024-03-21 02:30:38,Car_Rental,41,,2F,,41.0,Commission,USD,1.134,Administrative,False
FIN978,2024-03-19 01:47:02,Duty_Free,159,,External,,159.0,Commission,JPY,1.082,Direct_Operational,False
FIN979,2024-03-15 07:28:00,Car_Rental,60,,External,,60.0,Commission,USD,1.137,Marketing,False
FIN980,2024-03-18 17:00:19,Car_Rental,36,,2B,,36.0,Airline_Invoice,JPY,1.14,Administrative,False
FIN981,2024-03-16 14:14:37,Food_Beverage,49,,2A,,49.0,Commission,EUR,1.0,Marketing,False
FIN982,2024-03-15 03:53:31,Hotel_Commission,67,,2F,,67.0,Commission,JPY,0.941,Direct_Operational,False
FIN983,2024-03-15 08:22:40,Food_Beverage,91,,2A,,91.0,Credit_Card,EUR,1.0,Indirect_Operational,False
FIN984,2024-03-20 17:30:22,Food_Beverage,25,,2C,,25.0,Credit_Card,EUR,1.0,Administrative,False
FIN985,2024-03-18 19:58:21,Parking_Fees,14,CDG441,3,219.0,0.06,Credit_Card,EUR,1.0,Indirect_Operational,False
FIN986,2024-03-16 02:33:49,Parking_Fees,41,CDG400,1,147.0,0.28,Cash,GBP,1.089,Marketing,False
FIN987,2024-03-19 21:19:17,Car_Rental,89,,2B,,89.0,Commission,EUR,1.0,Administrative,False
FIN988,2024-03-15 22:07:56,Parking_Fees,24,CDG165,3,256.0,0.09,Credit_Card,JPY,1.068,Marketing,False
FIN989,2024-03-21 21:16:56,Car_Rental,116,,2D,,116.0,Airline_Invoice,USD,1.06,Administrative,False
FIN990,2024-03-21 16:02:05,Food_Beverage,35,,External,,35.0,Credit_Card,USD,1.005,Marketing,False
FIN991,2024-03-16 00:15:58,Parking_Fees,46,CDG38,2B,402.0,0.11,Credit_Card,USD,0.936,Direct_Operational,False
FIN992,2024-03-16 14:55:21,Landing_Fees,5183,CDG359,External,448.0,11.57,Credit_Card,GBP,0.85,Direct_Operational,False
FIN993,2024-03-21 08:37:34,Hotel_Commission,22,,2A,,22.0,Cash,JPY,1.114,Direct_Operational,False
FIN994,2024-03-21 01:14:18,Hotel_Commission,101,,2A,,101.0,Cash,JPY,0.924,Direct_Operational,False
FIN995,2024-03-15 20:04:15,Landing_Fees,6843,CDG256,2B,136.0,50.32,Cash,EUR,1.0,Marketing,False
FIN996,2024-03-17 17:47:51,Food_Beverage,72,,2E,,72.0,Credit_Card,GBP,1.065,Administrative,False
FIN997,2024-03-21 17:22:36,Parking_Fees,58,CDG363,1,387.0,0.15,Cash,GBP,1.145,Administrative,False
FIN998,2024-03-15 11:36:27,Retail_Commission,23,,External,,23.0,Commission,USD,0.86,Direct_Operational,False
FIN999,2024-03-21 04:24:52,Hotel_Commission,82,,2E,,82.0,Credit_Card,JPY,0.908,Indirect_Operational,False
FIN1000,2024-03-21 00:50:45,Car_Rental,84,,External,,84.0,Airline_Invoice,GBP,1.029,Direct_Operational,False
FIN1001,2024-03-21 14:25:49,Food_Beverage,110,,2C,,110.0,Airline_Invoice,USD,0.898,Direct_Operational,False
FIN1002,2024-03-17 13:47:01,Parking_Fees,30,CDG484,2E,268.0,0.11,Commission,JPY,0.878,Direct_Operational,False
FIN1003,2024-03-20 21:04:02,Car_Rental,47,,2F,,47.0,Credit_Card,JPY,1.106,Administrative,False
FIN1004,2024-03-21 12:42:14,Car_Rental,88,,2F,,88.0,Airline_Invoice,JPY,1.034,Indirect_Operational,False
FIN1005,2024-03-16 07:28:33,Hotel_Commission,45,,2B,,45.0,Commission,USD,1.15,Indirect_Operational,False
FIN1006,2024-03-20 09:28:49,Retail_Commission,68,,2A,,68.0,Commission,JPY,1.075,Direct_Operational,False
FIN1007,2024-03-21 22:44:16,Retail_Commission,124,,3,,124.0,Cash,GBP,0.876,Marketing,False
FIN1008,2024-03-21 06:59:47,Hotel_Commission,101,,2F,,101.0,Cash,EUR,1.0,Administrative,False
FIN1009,2024-03-15 15:13:42,Landing_Fees,8004,CDG387,2E,299.0,26.77,Airline_Invoice,GBP,0.889,Indirect_Operational,False
FIN1010,2024-03-16 01:27:02,Duty_Free,111,,2B,,111.0,Airline_Invoice,EUR,1.0,Indirect_Operational,False
FIN1011,2024-03-16 17:04:29,Retail_Commission,83,,2A,,83.0,Cash,JPY,1.098,Indirect_Operational,False
FIN1012,2024-03-20 13:19:08,Hotel_Commission,66,,External,,66.0,Airline_Invoice,USD,1.065,Direct_Operational,False
FIN1013,2024-03-16 23:48:51,Food_Beverage,37,,2D,,37.0,Commission,EUR,1.0,Indirect_Operational,False
FIN1014,2024-03-16 17:08:58,Parking_Fees,13,CDG269,2C,135.0,0.1,Credit_Card,EUR,1.0,Marketing,False
FIN1015,2024-03-19 13:50:50,Hotel_Commission,119,,3,,119.0,Commission,EUR,1.0,Marketing,False
FIN1016,2024-03-15 17:36:38,Landing_Fees,4208,CDG244,2F,371.0,11.34,Airline_Invoice,JPY,1.026,Direct_Operational,False
FIN1017,2024-03-15 01:05:29,Car_Rental,92,,2A,,92.0,Credit_Card,GBP,1.129,Direct_Operational,False
FIN1018,2024-03-15 11:58:36,Parking_Fees,15,CDG85,2C,269.0,0.06,Cash,EUR,1.0,Marketing,False
FIN1019,2024-03-18 17:20:24,Parking_Fees,13,CDG108,2B,496.0,0.03,Commission,JPY,0.958,Indirect_Operational,False
FIN1020,2024-03-19 01:46:25,Car_Rental,90,,2F,,90.0,Cash,EUR,1.0,Direct_Operational,False
FIN1021,2024-03-18 20:39:07,Hotel_Commission,99,,2F,,99.0,Commission,EUR,1.0,Administrative,False
FIN1022,2024-03-15 09:27:59,Parking_Fees,34,CDG7,3,288.0,0.12,Cash,JPY,1.062,Administrative,False
FIN1023,2024-03-19 11:12:08,Hotel_Commission,58,,External,,58.0,Credit_Card,JPY,0.945,Administrative,False
FIN1024,2024-03-17 18:15:32,Car_Rental,59,,2A,,59.0,Cash,EUR,1.0,Administrative,False
FIN1025,2024-03-16 07:35:46,Car_Rental,27,,1,,27.0,Credit_Card,GBP,0.992,Indirect_Operational,False
FIN1026,2024-03-21 16:45:49,Duty_Free,162,,2F,,162.0,Commission,JPY,0.94,Administrative,False
FIN1027,2024-03-19 08:01:46,Hotel_Commission,24,,2B,,24.0,Credit_Card,JPY,1.06,Administrative,False
FIN1028,2024-03-21 04:54:52,Car_Rental,115,,2E,,115.0,Airline_Invoice,GBP,0.947,Direct_Operational,False
FIN1029,2024-03-17 22:15:25,Car_Rental,98,,2F,,98.0,Airline_Invoice,JPY,1.137,Administrative,False
FIN1030,2024-03-15 21:50:13,Parking_Fees,56,CDG163,2D,285.0,0.2,Cash,USD,1.018,Marketing,False
FIN1031,2024-03-15 06:27:12,Parking_Fees,59,CDG500,2A,438.0,0.13,Airline_Invoice,JPY,1.041,Indirect_Operational,False
FIN1032,2024-03-15 08:35:47,Parking_Fees,53,CDG71,3,220.0,0.24,Airline_Invoice,GBP,1.058,Administrative,False
FIN1033,2024-03-19 18:54:48,Parking_Fees,21,CDG276,3,449.0,0.05,Credit_Card,USD,0.974,Administrative,False
FIN1034,2024-03-21 05:37:22,Duty_Free,53,,2E,,53.0,Credit_Card,EUR,1.0,Indirect_Operational,False
FIN1035,2024-03-17 19:53:45,Food_Beverage,115,,3,,115.0,Commission,GBP,1.07,Direct_Operational,False
FIN1036,2024-03-15 12:25:08,Hotel_Commission,96,,2B,,96.0,Airline_Invoice,EUR,1.0,Indirect_Operational,False
FIN1037,2024-03-19 17:22:26,Retail_Commission,109,,3,,109.0,Commission,USD,0.946,Marketing,False
FIN1038,2024-03-18 01:17:33,Hotel_Commission,44,,2B,,44.0,Airline_Invoice,JPY,0.976,Direct_Operational,False
FIN1039,2024-03-18 11:06:11,Landing_Fees,1498,CDG1,3,384.0,3.9,Cash,JPY,1.147,Marketing,False
FIN1040,2024-03-18 09:53:25,Landing_Fees,5786,CDG14,2B,472.0,12.26,Airline_Invoice,EUR,1.0,Direct_Operational,False
FIN1041,2024-03-21 07:06:24,Food_Beverage,86,,External,,86.0,Cash,JPY,1.014,Marketing,False
FIN1042,2024-03-16 17:08:48,Landing_Fees,3748,CDG206,2E,136.0,27.56,Cash,USD,1.02,Administrative,False
FIN1043,2024-03-18 13:13:04,Hotel_Commission,68,,External,,68.0,Airline_Invoice,JPY,1.044,Administrative,False
FIN1044,2024-03-18 04:56:16,Parking_Fees,46,CDG473,3,145.0,0.32,Airline_Invoice,GBP,0.889,Direct_Operational,False
FIN1045,2024-03-17 16:33:12,Hotel_Commission,96,,1,,96.0,Credit_Card,EUR,1.0,Indirect_Operational,False
FIN1046,2024-03-21 17:49:38,Landing_Fees,3878,CDG360,2D,258.0,15.03,Airline_Invoice,EUR,1.0,Indirect_Operational,False
FIN1047,2024-03-21 17:49:53,Food_Beverage,45,,3,,45.0,Commission,GBP,0.957,Administrative,False
FIN1048,2024-03-17 00:00:12,Landing_Fees,4867,CDG50,External,354.0,13.75,Cash,JPY,0.996,Administrative,False
FIN1049,2024-03-18 06:19:04,Parking_Fees,18,CDG262,2A,195.0,0.09,Commission,EUR,1.0,Direct_Operational,False
FIN1050,2024-03-20 16:59:23,Retail_Commission,103,,2F,,103.0,Airline_Invoice,GBP,1.111,Marketing,False
FIN1051,2024-03-17 14:07:40,Car_Rental,81,,2B,,81.0,Credit_Card,EUR,1.0,Marketing,False
FIN1052,2024-03-21 16:12:32,Food_Beverage,41,,2A,,41.0,Commission,USD,1.049,Direct_Operational,False
FIN1053,2024-03-18 11:22:15,Food_Beverage,84,,2E,,84.0,Credit_Card,GBP,1.062,Direct_Operational,False
FIN1054,2024-03-19 10:14:53,Retail_Commission,68,,3,,68.0,Cash,GBP,1.058,Indirect_Operational,False
FIN1055,2024-03-20 22:27:25,Food_Beverage,79,,1,,79.0,Credit_Card,JPY,1.139,Administrative,False
FIN1056,2024-03-16 08:36:42,Hotel_Commission,91,,2F,,91.0,Cash,JPY,0.885,Indirect_Operational,False
FIN1057,2024-03-16 13:19:43,Food_Beverage,27,,2B,,27.0,Credit_Card,EUR,1.0,Administrative,False
FIN1058,2024-03-18 04:21:01,Parking_Fees,17,CDG27,External,479.0,0.04,Commission,EUR,1.0,Administrative,False
FIN1059,2024-03-19 15:46:22,Food_Beverage,46,,2D,,46.0,Cash,GBP,0.907,Direct_Operational,False
FIN1060,2024-03-20 10:54:21,Retail_Commission,51,,2B,,51.0,Credit_Card,EUR,1.0,Administrative,False
FIN1061,2024-03-15 08:21:50,Parking_Fees,39,CDG423,External,331.0,0.12,Credit_Card,GBP,1.046,Direct_Operational,False
FIN1062,2024-03-19 14:38:22,Parking_Fees,31,CDG397,2A,123.0,0.25,Airline_Invoice,GBP,1.072,Marketing,False
FIN1063,2024-03-21 09:43:12,Hotel_Commission,91,,2E,,91.0,Airline_Invoice,EUR,1.0,Marketing,False
FIN1064,2024-03-18 13:04:59,Food_Beverage,36,,2D,,36.0,Credit_Card,JPY,0.947,Marketing,False
FIN1065,2024-03-16 08:49:35,Hotel_Commission,42,,2F,,42.0,Credit_Card,USD,1.067,Direct_Operational,False
FIN1066,2024-03-15 20:22:57,Food_Beverage,39,,2C,,39.0,Airline_Invoice,USD,0.958,Indirect_Operational,False
FIN1067,2024-03-17 20:12:56,Parking_Fees,57,CDG434,2D,196.0,0.29,Cash,JPY,0.928,Indirect_Operational,False
FIN1068,2024-03-18 16:34:57,Landing_Fees,6459,CDG198,2D,175.0,36.91,Commission,EUR,1.0,Marketing,False
FIN1069,2024-03-18 22:30:39,Car_Rental,35,,2B,,35.0,Commission,GBP,1.078,Marketing,False
FIN1070,2024-03-17 05:28:10,Hotel_Commission,23,,2B,,23.0,Commission,GBP,1.086,Marketing,False
FIN1071,2024-03-19 05:49:50,Parking_Fees,25,CDG44,2F,166.0,0.15,Airline_Invoice,USD,0.992,Direct_Operational,False
FIN1072,2024-03-19 00:36:09,Car_Rental,73,,3,,73.0,Cash,USD,0.984,Marketing,False
FIN1073,2024-03-19 02:58:59,Duty_Free,107,,1,,107.0,Commission,EUR,1.0,Indirect_Operational,False
FIN1074,2024-03-17 15:52:02,Retail_Commission,136,,External,,136.0,Commission,GBP,1.087,Administrative,False
FIN1075,2024-03-19 09:59:09,Hotel_Commission,84,,2E,,84.0,Commission,JPY,1.148,Direct_Operational,False
FIN1076,2024-03-20 20:38:40,Hotel_Commission,63,,2D,,63.0,Cash,EUR,1.0,Direct_Operational,False
FIN1077,2024-03-21 21:00:11,Retail_Commission,122,,2C,,122.0,Commission,USD,0.941,Direct_Operational,False
FIN1078,2024-03-19 19:53:43,Duty_Free,196,,2E,,196.0,Cash,EUR,1.0,Indirect_Operational,False
FIN1079,2024-03-17 01:26:02,Food_Beverage,49,,2B,,49.0,Cash,JPY,1.066,Administrative,False
FIN1080,2024-03-17 15:10:57,Duty_Free,105,,3,,105.0,Credit_Card,USD,0.864,Administrative,False
FIN1081,2024-03-19 06:21:34,Retail_Commission,146,,2F,,146.0,Cash,JPY,1.105,Administrative,False
FIN1082,2024-03-17 01:18:37,Parking_Fees,58,CDG232,2D,199.0,0.29,Credit_Card,JPY,0.98,Direct_Operational,False
FIN1083,2024-03-17 15:58:28,Parking_Fees,11,CDG488,2E,309.0,0.04,Cash,EUR,1.0,Administrative,False
FIN1084,2024-03-20 00:22:27,Car_Rental,50,,1,,50.0,Cash,GBP,0.899,Administrative,False
FIN1085,2024-03-21 12:17:38,Retail_Commission,127,,2A,,127.0,Cash,GBP,1.102,Marketing,False
FIN1086,2024-03-15 20:36:39,Car_Rental,91,,2B,,91.0,Commission,GBP,0.997,Administrative,False
FIN1087,2024-03-19 13:35:32,Landing_Fees,1390,CDG95,2C,306.0,4.54,Credit_Card,JPY,1.066,Administrative,False
FIN1088,2024-03-15 15:12:59,Duty_Free,160,,1,,160.0,Cash,JPY,0.883,Direct_Operational,False
FIN1089,2024-03-17 13:39:59,Parking_Fees,31,CDG421,2A,308.0,0.1,Commission,JPY,1.119,Administrative,False
FIN1090,2024-03-16 05:35:06,Food_Beverage,87,,2F,,87.0,Credit_Card,USD,1.145,Direct_Operational,False
FIN1091,2024-03-21 08:05:59,Parking_Fees,34,CDG222,2C,455.0,0.07,Airline_Invoice,JPY,1.095,Administrative,False
FIN1092,2024-03-16 17:55:32,Hotel_Commission,113,,1,,113.0,Airline_Invoice,EUR,1.0,Direct_Operational,False
FIN1093,2024-03-20 05:56:25,Retail_Commission,38,,2C,,38.0,Commission,EUR,1.0,Marketing,False
FIN1094,2024-03-17 22:42:42,Retail_Commission,27,,2C,,27.0,Airline_Invoice,USD,0.894,Direct_Operational,False
FIN1095,2024-03-19 09:27:24,Hotel_Commission,87,,2A,,87.0,Airline_Invoice,JPY,0.874,Direct_Operational,False
FIN1096,2024-03-19 10:18:23,Retail_Commission,7,,External,,7.0,Airline_Invoice,JPY,1.078,Administrative,False
FIN1097,2024-03-20 13:29:48,Retail_Commission,142,,External,,142.0,Airline_Invoice,USD,1.02,Marketing,False
FIN1098,2024-03-16 01:08:34,Landing_Fees,7336,CDG268,1,432.0,16.98,Airline_Invoice,JPY,0.915,Administrative,False
FIN1099,2024-03-15 10:24:19,Food_Beverage,21,,External,,21.0,Credit_Card,EUR,1.0,Direct_Operational,False
FIN1100,2024-03-19 08:28:15,Parking_Fees,47,CDG426,2F,219.0,0.21,Airline_Invoice,GBP,1.081,Administrative,False
FIN1101,2024-03-18 08:45:31,Hotel_Commission,84,,3,,84.0,Cash,JPY,1.028,Marketing,False
FIN1102,2024-03-17 15:57:24,Car_Rental,48,,External,,48.0,Cash,USD,0.965,Marketing,False
FIN1103,2024-03-21 19:05:31,Car_Rental,102,,2B,,102.0,Airline_Invoice,EUR,1.0,Marketing,False
FIN1104,2024-03-15 09:28:25,Car_Rental,84,,2B,,84.0,Cash,EUR,1.0,Direct_Operational,False
FIN1105,2024-03-17 05:25:03,Duty_Free,172,,3,,172.0,Cash,USD,1.135,Marketing,False
FIN1106,2024-03-16 10:33:42,Retail_Commission,144,,3,,144.0,Credit_Card,JPY,1.018,Marketing,False
FIN1107,2024-03-19 14:44:41,Food_Beverage,38,,External,,38.0,Credit_Card,EUR,1.0,Marketing,False
FIN1108,2024-03-18 10:52:52,Car_Rental,35,,2C,,35.0,Commission,USD,0.877,Direct_Operational,False
FIN1109,2024-03-17 01:21:19,Retail_Commission,149,,2E,,149.0,Credit_Card,USD,0.972,Direct_Operational,False
FIN1110,2024-03-21 03:21:05,Food_Beverage,108,,2C,,108.0,Airline_Invoice,USD,0.919,Direct_Operational,False
FIN1111,2024-03-19 05:14:25,Hotel_Commission,65,,2C,,65.0,Airline_Invoice,EUR,1.0,Indirect_Operational,False
FIN1112,2024-03-19 19:42:11,Parking_Fees,58,CDG491,2B,264.0,0.22,Cash,USD,1.139,Direct_Operational,False
FIN1113,2024-03-19 06:24:15,Retail_Commission,97,,1,,97.0,Commission,EUR,1.0,Marketing,False
FIN1114,2024-03-19 03:10:13,Retail_Commission,5,,2A,,5.0,Cash,GBP,1.082,Direct_Operational,False
FIN1115,2024-03-18 18:20:11,Car_Rental,30,,2B,,30.0,Cash,EUR,1.0,Administrative,False
FIN1116,2024-03-19 05:06:06,Car_Rental,110,,2B,,110.0,Credit_Card,JPY,0.875,Marketing,False
FIN1117,2024-03-16 00:12:40,Parking_Fees,50,CDG172,2F,124.0,0.4,Airline_Invoice,JPY,1.04,Direct_Operational,False
FIN1118,2024-03-20 00:52:06,Parking_Fees,11,CDG374,1,292.0,0.04,Commission,JPY,0.89,Administrative,False
FIN1119,2024-03-15 09:44:56,Food_Beverage,88,,2D,,88.0,Credit_Card,EUR,1.0,Marketing,False
FIN1120,2024-03-19 19:42:57,Retail_Commission,31,,2A,,31.0,Credit_Card,USD,1.065,Administrative,False
FIN1121,2024-03-21 17:22:17,Duty_Free,92,,External,,92.0,Cash,EUR,1.0,Marketing,False
FIN1122,2024-03-15 16:36:57,Food_Beverage,101,,3,,101.0,Commission,USD,1.09,Indirect_Operational,False
FIN1123,2024-03-16 16:56:06,Retail_Commission,149,,1,,149.0,Commission,EUR,1.0,Indirect_Operational,False
FIN1124,2024-03-18 11:16:11,Food_Beverage,99,,2C,,99.0,Airline_Invoice,JPY,0.974,Marketing,False
FIN1125,2024-03-16 05:21:27,Retail_Commission,106,,2E,,106.0,Cash,JPY,0.888,Direct_Operational,False
FIN1126,2024-03-21 04:03:37,Landing_Fees,2392,CDG315,2A,484.0,4.94,Commission,EUR,1.0,Administrative,False
FIN1127,2024-03-17 18:32:53,Car_Rental,37,,2F,,37.0,Airline_Invoice,USD,1.031,Indirect_Operational,False
FIN1128,2024-03-20 06:49:08,Food_Beverage,79,,3,,79.0,Credit_Card,GBP,1.132,Administrative,False
FIN1129,2024-03-20 16:54:32,Car_Rental,96,,2F,,96.0,Airline_Invoice,EUR,1.0,Marketing,False
FIN1130,2024-03-14 23:19:09,Landing_Fees,7373,CDG491,1,128.0,57.6,Commission,EUR,1.0,Indirect_Operational,False
